recording_id,title,recording_date,format
804,24 hour,2024-02-10,cd
805,interface,2024-01-30,wav
806,parallelism,2023-08-11,cd
807,capacity,2024-01-17,mp4
808,policy,2024-02-08,cd
809,Up-sized,2023-10-24,wav
810,User-friendly,2023-06-21,mp4
811,neutral,2023-10-20,mp3
812,contextually-based,2024-02-13,wav
813,Future-proofed,2024-01-23,wav
814,modular,2023-11-20,mp4
815,Optional,2023-07-22,cd
816,Cloned,2023-10-15,mp3
817,hierarchy,2023-08-13,wav
818,Assimilated,2023-12-25,cd
819,fresh-thinking,2024-03-11,mp3
820,hybrid,2024-02-25,wav
821,mobile,2023-10-25,mp3
822,Cross-platform,2024-01-11,mp3
823,Digitized,2023-08-21,mp3
824,didactic,2024-02-17,mp3
825,process improvement,2023-08-02,mp4
826,extranet,2023-08-09,mp3
827,non-volatile,2023-12-24,mp4
828,3rd generation,2024-01-11,mp4
829,Customer-focused,2024-04-28,mp4
830,User-friendly,2024-02-07,mp3
831,scalable,2023-06-29,mp3
832,zero administration,2024-06-01,cd
833,explicit,2023-09-15,wav
834,open architecture,2024-06-14,wav
835,local area network,2024-03-24,mp4
836,Self-enabling,2023-12-04,wav
837,service-desk,2023-09-11,wav
838,access,2024-06-07,mp4
839,Centralized,2024-05-24,mp3
840,interface,2024-03-20,mp3
841,intranet,2024-02-09,cd
842,fault-tolerant,2024-04-25,mp3
843,Assimilated,2023-10-05,mp4
844,customer loyalty,2024-05-07,cd
845,knowledge base,2023-07-28,wav
846,executive,2023-10-25,wav
847,upward-trending,2024-05-25,mp3
848,Open-architected,2024-03-06,cd
849,Stand-alone,2023-11-09,wav
850,global,2023-12-12,mp3
851,stable,2023-09-18,mp3
852,executive,2023-07-12,mp4
853,bandwidth-monitored,2023-10-12,cd
854,process improvement,2023-12-27,mp3
855,Business-focused,2024-03-05,cd
856,De-engineered,2024-06-03,wav
857,Organized,2023-12-21,cd
858,info-mediaries,2024-05-30,wav
859,Programmable,2023-09-29,wav
860,Customizable,2023-07-25,mp4
861,well-modulated,2024-05-06,cd
862,Re-contextualized,2024-04-13,cd
863,Enterprise-wide,2023-06-23,mp3
864,Devolved,2023-09-06,wav
865,access,2023-09-10,mp4
866,disintermediate,2024-03-24,mp3
867,Mandatory,2024-05-04,cd
868,stable,2024-05-22,wav
869,Horizontal,2024-04-28,mp4
870,superstructure,2023-11-19,cd
871,zero defect,2023-11-13,cd
872,adapter,2024-05-19,mp3
873,archive,2023-12-28,mp3
874,incremental,2023-11-22,wav
875,protocol,2024-06-16,wav
876,Ergonomic,2024-05-25,wav
877,pricing structure,2024-01-06,mp3
878,infrastructure,2023-10-03,wav
879,composite,2024-06-16,wav
880,methodology,2023-11-19,mp3
881,tangible,2023-10-08,mp4
882,Centralized,2023-12-30,wav
883,attitude,2024-02-02,wav
884,composite,2023-06-30,cd
885,client-server,2023-07-22,mp3
886,client-driven,2023-06-18,mp3
887,directional,2024-03-07,mp3
888,neutral,2023-12-10,mp4
889,parallelism,2023-09-23,cd
890,24 hour,2023-08-21,mp4
891,paradigm,2024-05-04,mp4
892,Multi-channelled,2024-01-31,mp4
893,middleware,2023-08-06,wav
894,client-server,2023-12-25,wav
895,help-desk,2023-09-08,wav
896,disintermediate,2023-11-14,cd
897,archive,2023-07-26,wav
898,Fundamental,2024-01-19,mp4
899,task-force,2024-04-19,mp4
900,function,2024-04-08,mp3
901,dedicated,2023-10-11,wav
902,Re-contextualized,2023-10-12,mp4
903,demand-driven,2024-03-18,cd
904,Assimilated,2024-01-31,wav
905,transitional,2023-06-28,wav
906,bandwidth-monitored,2024-01-15,mp4
907,uniform,2023-10-19,cd
908,policy,2023-10-31,cd
909,bandwidth-monitored,2024-01-24,cd
910,Balanced,2024-04-11,mp4
911,Progressive,2024-06-04,mp4
912,local area network,2024-01-10,wav
913,service-desk,2023-11-03,cd
914,system-worthy,2024-02-29,cd
915,adapter,2023-12-30,mp3
916,Configurable,2023-07-19,mp3
917,Grass-roots,2023-11-17,mp4
918,Re-engineered,2024-02-01,cd
919,Digitized,2024-06-02,cd
920,task-force,2023-08-27,mp4
921,functionalities,2023-08-27,cd
922,Fully-configurable,2023-10-27,mp4
923,model,2023-07-03,mp3
924,web-enabled,2023-09-22,wav
925,content-based,2024-02-17,mp4
926,contextually-based,2023-09-06,mp4
927,logistical,2023-09-17,wav
928,throughput,2023-12-21,wav
929,adapter,2024-02-22,wav
930,archive,2024-05-13,mp4
931,Inverse,2024-03-01,mp4
932,neutral,2023-10-01,mp3
933,Extended,2023-10-25,mp4
934,bottom-line,2024-04-17,wav
935,needs-based,2024-03-17,cd
936,orchestration,2024-06-13,wav
937,toolset,2024-03-21,mp3
938,Fundamental,2024-03-31,wav
939,collaboration,2024-02-23,cd
940,Customer-focused,2024-06-01,mp3
941,Business-focused,2023-07-11,wav
942,executive,2023-08-21,mp4
943,customer loyalty,2023-10-12,mp4
944,actuating,2023-08-19,wav
945,hybrid,2024-06-11,mp3
946,Cross-platform,2023-12-31,wav
947,Devolved,2023-10-07,wav
948,heuristic,2023-12-24,mp3
949,system-worthy,2023-11-05,mp3
950,well-modulated,2024-06-10,mp4
951,Open-architected,2023-09-19,mp3
952,Seamless,2023-12-27,mp3
953,Face to face,2024-04-13,wav
954,fresh-thinking,2023-08-17,mp4
955,database,2023-06-29,cd
956,workforce,2023-09-22,cd
957,conglomeration,2023-07-21,mp4
958,toolset,2023-07-15,cd
959,solution,2023-10-07,wav
960,system-worthy,2024-02-15,cd
961,framework,2023-10-16,mp3
962,parallelism,2024-03-22,wav
963,Quality-focused,2023-11-02,mp3
964,zero defect,2023-11-28,cd
965,Reverse-engineered,2023-09-29,cd
966,Open-architected,2023-07-14,wav
967,tangible,2024-04-26,cd
968,core,2023-07-21,cd
969,clear-thinking,2024-05-19,mp3
970,task-force,2024-04-18,cd
971,responsive,2024-04-06,mp4
972,24 hour,2023-11-14,cd
973,solution-oriented,2024-01-27,wav
974,leverage,2023-12-10,mp3
975,budgetary management,2023-08-29,mp4
976,Monitored,2023-12-08,mp4
977,human-resource,2024-01-17,mp3
978,Optimized,2023-11-11,mp3
979,Devolved,2023-08-12,mp3
980,framework,2023-07-21,wav
981,Customer-focused,2023-07-11,cd
982,holistic,2024-05-13,mp4
983,Reactive,2023-07-31,wav
984,emulation,2024-04-26,mp3
985,zero defect,2024-01-21,mp3
986,budgetary management,2023-10-16,mp4
987,Enhanced,2023-11-10,cd
988,infrastructure,2023-09-14,cd
989,incremental,2024-01-06,mp3
990,moderator,2024-05-16,mp3
991,User-centric,2023-11-10,mp3
992,dynamic,2023-09-16,mp3
993,software,2023-10-10,mp3
994,conglomeration,2024-04-25,mp3
995,orchestration,2023-12-02,mp3
996,benchmark,2023-08-28,cd
997,forecast,2023-06-28,cd
998,Focused,2023-10-31,mp3
999,productivity,2023-12-25,mp4
1000,Open-architected,2023-07-14,wav
